Article_number	Study	Autor 	Title	Journal	Year_publication	Country	ClimaticZone	Continent	Year_sampling	Sampling_method	NativeHabitat	DisturbedHabitat	FunctionalGroup	Response
14	47	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Monoculture	Generalized Myrmicinae	0
14	48	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	1
14	48	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	-1
14	48	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Pasture	Hot-climate specialists	1
14	48	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Pasture	Opportunists	-1
14	48	"Schnell, MR; Pik, AJ; Dangerfield, JM"	Ant community succession within eucalypt plantations on used pasture and implications for taxonomic sufficiency in biomonitoring	AUSTRAL ECOLOGY	2003	Australia	Temperate	Oceania	2001	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Dominant Dolichoderinae	1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Subordinate Camponotini	-1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Hot-climate specialists	1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Cold-climate specialists	-1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Cryptic species	-1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Opportunists	1
15	49	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Polyculture	Generalized Myrmicinae	-1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Dominant Dolichoderinae	1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Subordinate Camponotini	-1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Hot-climate specialists	-1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Cold-climate specialists	-1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Cryptic species	-1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Opportunists	1
15	50	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Scrub, heath and shrublands	Pasture	Generalized Myrmicinae	-1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Dominant Dolichoderinae	1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Subordinate Camponotini	-1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Hot-climate specialists	1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Cold-climate specialists	-1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Cryptic species	-1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Opportunists	1
15	51	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Polyculture	Generalized Myrmicinae	-1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Dominant Dolichoderinae	1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Subordinate Camponotini	-1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Hot-climate specialists	-1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Cold-climate specialists	-1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Cryptic species	-1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Opportunists	1
15	52	"Gomez, C; Casellas, D; Oliveras, J; Bas, JM"	Structure of ground-foraging ant assemblages in relation to land-use change in the northwestern Mediterranean region	BIODIVERSITY AND CONSERVATION	2003	Spain	Temperate	Europe	1999 and 1998	Pitfall traps	Woodland	Pasture	Generalized Myrmicinae	-1
16	53	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Dominant Dolichoderinae	NA
16	53	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Cryptic species	1
16	53	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Opportunists	1
16	53	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Generalized Myrmicinae	-1
16	54	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Dominant Dolichoderinae	-1
16	54	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Cryptic species	-1
16	54	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Opportunists	1
16	54	"King, JR; Andersen, AN; Cutter, AD"	Ants as bioindicators of habitat disturbance: validation of the functional group model for Australia's humid tropics	BIODIVERSITY AND CONSERVATION	1998	Australia	Tropical	Oceania	1996	Pitfall traps/ Leaf litter samples - Winkler/ Baits	Tropical and subtropical rainforest	Pasture	Generalized Myrmicinae	NA
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Dominant Dolichoderinae	-1
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Subordinate Camponotini	-1
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Cryptic species	-1
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Opportunists	-1
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Generalized Myrmicinae	1
17	55	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Woodland	Polyculture	Predators	0
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Dominant Dolichoderinae	-1
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Subordinate Camponotini	-1
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Cryptic species	0
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Opportunists	1
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Generalized Myrmicinae	1
17	56	DEBRUYN, LAL	ANT COMPOSITION AND ACTIVITY IN NATURALLY-VEGETATED AND FARMLAND ENVIRONMENTS ON CONTRASTING SOILS AT KELLERBERRIN, WESTERN-AUSTRALIA	SOIL BIOLOGY & BIOCHEMISTRY	1993	Australia	Temperate	Oceania	1987	Pitfall traps/ Hand collection	Scrub, heath and shrublands	Polyculture	Predators	-1
